topaz_id,wepp_id,width,length,area,slope,aspect,dom_landuse,landuse_description,dom_soil,soil_description,cli_fn,longest_fp,longest_fp_length,longest_fp_slope
,,m,m,ha,decimal,degree,,,,,,,m,decimal
22,1,30.0,240.0,0.7200000000000001,0.1123944137193589,297.2401778103777,21,Low Intensity Residential,Developed_Low_Intensity,Developed_Low_Intensity,wepp.cli,,,
23,2,30.0,90.0,0.27,0.2252210105551398,92.00274720471502,118,Moderate Severity Fire,460076-loam-forest moderate sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest moderate sev fire",wepp.cli,,,
32,3,384.8528137423857,245.54841909836412,9.450000000000001,0.5334234361533651,278.3393472958126,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
33,4,384.8528137423857,56.12535293676895,2.16,0.7236467166850357,63.91439085612723,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
41,5,365.5724766432173,337.27922061357856,12.3299,0.5298134420280414,326.00446528694323,118,Moderate Severity Fire,460077-loam-forest moderate sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest moderate sev fire",wepp.cli,,,
42,6,591.8376618407357,267.6409600351281,15.840000000000002,0.5742791415621312,241.47724867355845,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
43,7,591.8376618407357,80.5964254651238,4.7700000000000005,0.4450456057338992,357.7940980237401,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
51,8,458.1574727570218,386.98484809835,17.73,0.4986377335935513,331.49683973249824,105,High Severity Fire,459947-loam-forest high sev fire,"Boomer very stony loam, 50 to 70 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
52,9,899.1168824543142,198.19447668869088,17.82,0.7433655719606457,325.1181408012324,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
53,10,899.1168824543142,84.08250526186886,7.5600000000000005,0.5998631095629392,27.00209185331606,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
62,11,869.1168824543142,101.48232278140829,8.82,0.3361179701190462,313.4559293694375,118,Moderate Severity Fire,460076-loam-forest moderate sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest moderate sev fire",wepp.cli,,,
63,12,869.1168824543142,272.34541726031,23.67,0.7552958202030493,84.61109257418546,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
72,13,716.98484809835,317.5799329705863,22.7699,0.5233988369987231,305.53962236225306,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
73,14,716.98484809835,102.9310454687276,7.380000000000001,1.164298918234434,31.909269360165457,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
81,15,337.71422750621844,317.13203435596427,10.71,0.5616544048750652,299.3137224454211,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
